
Fall2021-2022(202210),11890,MATH,101,E1,Calculus&AnalyticGeometryI,0,0,AS,29,-4,1500,1550,NICELY,415,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Nassif,11893,,
Fall2021-2022(202210),11891,MATH,101,E2,Calculus&AnalyticGeometryI,0,0,AS,29,-4,1400,1450,NICELY,320,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Fatima,Mroue,11894,,
Fall2021-2022(202210),11892,MATH,101,E3,Calculus&AnalyticGeometryI,0,0,AS,32,-7,1400,1450,NICELY,320,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Nassif,11895,,
Fall2021-2022(202210),11893,MATH,101,L1,Calculus&AnalyticGeometryI,3,3,AS,28,-3,1000,1050,NICELY,320,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Fatima,Mroue,11890,,
Fall2021-2022(202210),11894,MATH,101,L2,Calculus&AnalyticGeometryI,3,3,AS,32,-7,1300,1350,NICELY,320,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Zahi,Fawaz,11891,,
Fall2021-2022(202210),11895,MATH,101,L3,Calculus&AnalyticGeometryI,3,3,AS,30,-5,1000,1050,NICELY,321,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Hassan,Yamani,11892,,
Fall2021-2022(202210),11896,MATH,102,E1,Calculus&AnalyticalGeom.II,0,0,AS,11,9,0930,1020,NICELY,103,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joumana,Tannous,11899,,
Fall2021-2022(202210),11897,MATH,102,E2,Calculus&AnalyticalGeom.II,0,0,AS,19,1,1100,1150,NICELY,320,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joumana,Tannous,11899,,
Fall2021-2022(202210),11898,MATH,102,E3,Calculus&AnalyticalGeom.II,0,0,AS,8,12,0800,0850,NICELY,320,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Joumana,Tannous,11899,,
Fall2021-2022(202210),11899,MATH,102,L1,Calculus&AnalyticalGeom.II,3,3,AS,38,22,1200,1250,NICELY,415,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Hassan,Yamani,11896:or11897:or11898,,
Fall2021-2022(202210),11900,MATH,201,E1,Calculus&AnalyticalGeom.III,0,0,AS,26,-4,1530,1620,NICELY,214,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Zahi,Fawaz,11924,,
Fall2021-2022(202210),11901,MATH,201,E10,Calculus&AnalyticalGeom.III,0,0,AS,24,-1,1600,1650,NICELY,214,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Rahhal,11926,,
Fall2021-2022(202210),11902,MATH,201,E11,Calculus&AnalyticalGeom.III,0,0,AS,24,-2,1700,1750,NICELY,214,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Rahhal,11926,,
Fall2021-2022(202210),11903,MATH,201,E12,Calculus&AnalyticalGeom.III,0,0,AS,25,-2,1100,1150,NICELY,412,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Rahhal,11926,,
Fall2021-2022(202210),11904,MATH,201,E13,Calculus&AnalyticalGeom.III,0,0,AS,26,-4,1100,1150,NICELY,412,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Rahhal,11927,,
Fall2021-2022(202210),11905,MATH,201,E14,Calculus&AnalyticalGeom.III,0,0,AS,23,0,1200,1250,NICELY,412,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Nassif,11927,,
Fall2021-2022(202210),11906,MATH,201,E15,Calculus&AnalyticalGeom.III,0,0,AS,25,-3,1300,1350,NICELY,210,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Nassif,11927,,
Fall2021-2022(202210),11907,MATH,201,E16,Calculus&AnalyticalGeom.III,0,0,AS,25,-2,1000,1050,NICELY,210,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Rahhal,11927,,
Fall2021-2022(202210),11908,MATH,201,E17,Calculus&AnalyticalGeom.III,0,0,AS,24,-2,1000,1050,NICELY,214,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Nassif,11928,,
Fall2021-2022(202210),11909,MATH,201,E18,Calculus&AnalyticalGeom.III,0,0,AS,21,2,0800,0850,NICELY,416,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Hagop,Karakazian,11928,,
Fall2021-2022(202210),11910,MATH,201,E19,Calculus&AnalyticalGeom.III,0,0,AS,27,-5,1200,1250,NICELY,214,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Nassif,11928,,
Fall2021-2022(202210),11911,MATH,201,E2,Calculus&AnalyticalGeom.III,0,0,AS,26,-3,0930,1020,NICELY,103,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Zahi,Fawaz,11924,,
Fall2021-2022(202210),11912,MATH,201,E20,Calculus&AnalyticalGeom.III,0,0,AS,24,-1,0900,0950,NICELY,416,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Hagop,Karakazian,11928,,
Fall2021-2022(202210),11913,MATH,201,E21,Calculus&AnalyticalGeom.III,0,0,AS,23,-1,1600,1650,BLISS,105,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hagop,Karakazian,11929,,
Fall2021-2022(202210),11914,MATH,201,E22,Calculus&AnalyticalGeom.III,0,0,AS,27,-4,1200,1250,NICELY,214,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Zahi,Fawaz,11929,,
Fall2021-2022(202210),11915,MATH,201,E23,Calculus&AnalyticalGeom.III,0,0,AS,25,-3,1500,1550,BLISS,105,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hagop,Karakazian,11929,,
Fall2021-2022(202210),11916,MATH,201,E24,Calculus&AnalyticalGeom.III,0,0,AS,25,-2,1700,1750,NICELY,214,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hagop,Karakazian,11929,,
Fall2021-2022(202210),11917,MATH,201,E3,Calculus&AnalyticalGeom.III,0,0,AS,24,-2,1100,1150,NICELY,320,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Zahi,Fawaz,11924,,
Fall2021-2022(202210),11918,MATH,201,E4,Calculus&AnalyticalGeom.III,0,0,AS,24,-1,1400,1450,BLISS,205,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Zahi,Fawaz,11924,,
Fall2021-2022(202210),11919,MATH,201,E5,Calculus&AnalyticalGeom.III,0,0,AS,22,0,1530,1620,PHYS,329,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Nassif,11925,,
Fall2021-2022(202210),11920,MATH,201,E6,Calculus&AnalyticalGeom.III,0,0,AS,29,-6,1230,1320,NICELY,412,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Nassif,11925,,
Fall2021-2022(202210),11921,MATH,201,E7,Calculus&AnalyticalGeom.III,0,0,AS,24,-2,1400,1450,BLISS,205,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Nassif,11925,,
Fall2021-2022(202210),11922,MATH,201,E8,Calculus&AnalyticalGeom.III,0,0,AS,24,-1,1700,1750,BLISS,105,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Nassif,11925,,
Fall2021-2022(202210),11923,MATH,201,E9,Calculus&AnalyticalGeom.III,0,0,AS,29,-7,1500,1550,NICELY,214,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Lina,Rahhal,11926,,
Fall2021-2022(202210),11924,MATH,201,L1,Calculus&AnalyticalGeom.III,3,3,AS,100,-10,1100,1150,NICELY,415,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Giuseppe,DellaSala,11900:or11911:or11917:or11918,,
Fall2021-2022(202210),11925,MATH,201,L2,Calculus&AnalyticalGeom.III,3,3,AS,100,-10,1200,1250,BLISS,203,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,AhmadA,Sabra,11919:or11920:or11921:or11922,,
Fall2021-2022(202210),11926,MATH,201,L3,Calculus&AnalyticalGeom.III,3,3,AS,101,-11,1400,1450,BLISS,203,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Hassan,Yamani,11901:or11902:or11903:or11923,,
Fall2021-2022(202210),11927,MATH,201,L4,Calculus&AnalyticalGeom.III,3,3,AS,99,-9,0900,0950,NICELY,415,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Wissam,Raji,11904:or11905:or11906:or11907,,
Fall2021-2022(202210),11928,MATH,201,L5,Calculus&AnalyticalGeom.III,3,3,AS,96,-6,1300,1350,BLISS,203,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,RafaelBenedikt,Andrist,11908:or11909:or11910:or11912,,
Fall2021-2022(202210),11929,MATH,201,L6,Calculus&AnalyticalGeom.III,3,3,AS,100,-10,1000,1050,BLISS,203,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Bassam,Shayya,11913:or11914:or11915:or11916,,
Fall2021-2022(202210),13017,MATH,201,L7,Calculus&AnalyticalGeom.III,3,3,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,Online,
Fall2021-2022(202210),11930,MATH,202,E1,DifferentialEquations,0,0,AS,16,6,1400,1450,NICELY,210,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Nassif,11935,,
Fall2021-2022(202210),11931,MATH,202,E2,DifferentialEquations,0,0,AS,15,7,1500,1550,NICELY,210,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Nassif,11935,,
Fall2021-2022(202210),11932,MATH,202,E3,DifferentialEquations,0,0,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,11935,,
Fall2021-2022(202210),11933,MATH,202,E4,DifferentialEquations,0,0,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,11935,,
