
Fall2021-2022(202210),12904,SART,200,1,Drawing,3,3,AS,7,5,1230,1450,NICELY,408,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Walid,Sadek,,,
Fall2021-2022(202210),12905,SART,202,1,PaintingII,3,3,AS,4,8,1530,1750,NICELY,102,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),12906,SART,203,1,Sculpture,3,3,AS,7,5,0930,1150,NICELY,213,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Walid,Sadek,,,
Fall2021-2022(202210),12907,SART,205,1,TheTechnologicalImagination,3,3,AS,7,5,1400,1620,NICELY,102,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Walid,Sadek,,,
Fall2021-2022(202210),12908,SART,206,1,ReproducibleImageI,3,3,AS,11,1,0900,1120,NICELY,401,M,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,PaulAlexander,Gorra,,,
Fall2021-2022(202210),12909,SART,208,1,ReproducibleImageIII,3,3,AS,4,8,1230,1450,NICELY,.,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Jad,Youssef,,,
Fall2021-2022(202210),13311,SHRP,310,1,BasicBiostatistics,4,3,MH,18,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),13312,SHRP,315,1,ResearchEthics&Resp.Conduct,1.5,0,MH,21,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),13197,SHRP,321A,1,ClinicalTrialProtocol,2,2,MH,4,21,1600,1725,.,.,.,.,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ghada,El-HajjFuleihan,,,
Fall2021-2022(202210),13313,SHRP,325,1,LibraryScience/Informatics,.5,0,MH,18,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),12910,SHRP,329A,1,GuidelineDevelopmnt&Adaptatio,1,0,MH,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),13243,SHRP,332,1,AppliedSurvivalAnalysis,1,0,MH,10,10,1530,1625,.,.,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ziyad,Mahfoud,,,
Fall2021-2022(202210),12911,SHRP,345,1,Survivalanalysis,1,0,MH,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),13244,SHRP,360,1,IntroductiontoDataScience,2,0,MH,3,17,1201,1329,.,.,.,.,W,.,.,.,.,1400,1512,.,.,.,T,.,.,.,.,.,Rami,Farran,,,
Fall2021-2022(202210),12912,SHRP,400,1,ResearchThesis,6,6,MH,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),12913,SHRP,400A,1,ResearchThesis,6,0,MH,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),13198,SHRP,400B,1,ResearchThesis,3,0,MH,2,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),13199,SHRP,400C,1,ResearchThesis,3,0,MH,0,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),12914,SHRP,400D,1,ResearchThesis,6,1,MH,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),13200,SHRP,400F,1,ResearchThesis,6,1,MH,1,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),12915,SOAN,101,1,FreshmanSociology,3,3,AS,24,1,0930,1045,NICELY,417,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Dina,HakimHusseinAgha,,,
Fall2021-2022(202210),12916,SOAN,101,2,FreshmanSociology,3,3,AS,24,1,1230,1345,NICELY,321,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Dina,HakimHusseinAgha,,,
Fall2021-2022(202210),12917,SOAN,103,1,ReadingOtherCultures,3,3,AS,24,1,1530,1645,NICELY,320,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,SylvainJeanDa,Perdigon,,,
Fall2021-2022(202210),12918,SOAN,103,2,ReadingOtherCultures,3,3,AS,23,2,1700,1815,NICELY,320,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Taher,,,
Fall2021-2022(202210),12919,SOAN,201,1,IntroductiontoSociology,3,3,AS,28,0,1230,1345,NICELY,214,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Anaheed,Al-Hardan,,,
Fall2021-2022(202210),12920,SOAN,201,2,IntroductiontoSociology,3,3,AS,27,1,1530,1645,NICELY,410,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rima,Majed,,,
Fall2021-2022(202210),12921,SOAN,201,3,IntroductiontoSociology,3,3,AS,29,-1,1100,1215,NICELY,416,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Zeina,Fathallah,,,
Fall2021-2022(202210),12922,SOAN,201,4,IntroductiontoSociology,3,3,AS,27,1,1100,1150,NICELY,324,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Sukarieh,,,
Fall2021-2022(202210),12923,SOAN,201,5,IntroductiontoSociology,3,3,AS,28,0,1200,1250,NICELY,318,M,.,W,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Rana,Sukarieh,,,
Fall2021-2022(202210),12924,SOAN,201,6,IntroductiontoSociology,3,3,AS,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,STAFF,,,
Fall2021-2022(202210),12925,SOAN,201,7,IntroductiontoSociology,3,3,AS,28,0,1400,1515,PHYS,327,.,T,.,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rima,Majed,,,
